ID	Name	Level	Type	MaxNum	Quality	AutoSell	Use	BuyPrice	GoldPrice	GongDe	Recovery	Desc	Legend	Icon	MinAttack	MaxAttack	MinDefence	MaxDefence	MinWAttack	MaxWAttack	MinMAttack	MaxMAttack	MinGAttack	MaxGAttack	MinPAttack	MaxPAttack	MinDodge	MaxDodge	MinBang	MaxBang	MinASpeed	MaxASpeed	MinMSpeed	MaxMSpeed	MinAntiMine	MaxAntiMine	Body	Soul	UseLimit
253	五行聚灵阵卷二	1	28	999	7		1				10	齐集七卷，可以得到五行聚灵阵图，使用灵气收集聚成灵石！		163																									
254	五行聚灵阵卷三	1	28	999	7		1				10	齐集七卷，可以得到五行聚灵阵图，使用灵气收集聚成灵石！		163																									
255	五行聚灵阵卷四	1	28	999	7		1				10	齐集七卷，可以得到五行聚灵阵图，使用灵气收集聚成灵石！		163																									
256	五行聚灵阵卷五	1	28	999	7		1				10	齐集七卷，可以得到五行聚灵阵图，使用灵气收集聚成灵石！		163																									
257	五行聚灵阵卷六	1	28	999	7		1				10	齐集七卷，可以得到五行聚灵阵图，使用灵气收集聚成灵石！		163																									
258	五行聚灵阵卷七	1	28	999	7		1				10	齐集七卷，可以得到五行聚灵阵图，使用灵气收集聚成灵石！		163																									
259	醉春风	1	28	999	1		1					最低级的灵酒，掌门道童的最爱！每瓶醉春风交给掌门道童，可获得一次进入废弃药田的机会。		168																									
260	门派贡献	1	28	99	1		1					1点门派贡献		179																									
261	一品淬体丹	1	28	99	7		1					可清理一种一品丹药的丹毒。		116																									
262	二品淬体丹	1	28	99	7		1					可清理一种二品丹药的丹毒。		116																									
263	三品淬体丹	1	28	99	7		1					可清理一种三品丹药的丹毒。		116																									
264	四品淬体丹	1	28	99	7		1					可清理一种四品丹药的丹毒。		116																									
265	五品淬体丹	1	28	99	7		1					可清理一种五品丹药的丹毒。		116																									
266	六品淬体丹	1	28	99	7		1					可清理一种六品丹药的丹毒。		116																									
267	七品淬体丹	1	28	99	7		1					可清理一种七品丹药的丹毒。		116																									
268	八品淬体丹	1	28	99	7		1					可清理一种八品丹药的丹毒。		116																									
269	九品淬体丹	1	28	99	7		1					可清理一种九品丹药的丹毒。		116																									
270	定魂丹	1	23	99	4		1					洗涤灵魂，每服用一颗，在元婴出窍时，单次探索的数量+1		117																									20
271	养魂丹	1	28	99	4		1		3			不能直接服用，需在养魂室方可服用此丹进行养魂，可增加灵魂强度，让自身的元神更加强大！		100																									
272	美颜丹	1	15	99	4		1					有几率让道童提升容貌！		115																									
273	大食物堆	1	6	99	3		1		10	100		使用后增加10000点食物		169	10000																								
274	大木材堆	1	7	99	3		1		20	200		使用后增加10000点木材		170	10000																								
275	大灵草堆	1	8	99	3		1		40	400		使用后增加10000点灵草		171	10000																								
276	大玄铁堆	1	9	99	3		1		40	400		使用后增加10000点玄铁		172	10000																								
277	超大食物堆	1	6	99	5		1		100	1000		使用后增加100000点食物		169	100000																								
278	超大木材堆	1	7	99	5		1		200	2000		使用后增加100000点木材		170	100000																								
279	超大灵草堆	1	8	99	5		1		400	4000		使用后增加100000点灵草		171	100000																								
280	超大玄铁堆	1	9	99	5		1		400	4000		使用后增加100000点玄铁		172	100000																								
281	养魂丹丹方	1	17	99	4		1	50000			1	养魂丹丹方		163	104																								
282	醉仙酿	1	28	999	10		1			100	1	高级灵酒，产量稀少！可拿此灵酒跟掌门道童等好酒人士交换宝物。		291																									
283	功德	1	27	99999	10		1					“功谓功能，能破生死，能得涅槃，能度众生，名之为功。此功是其善行家德，故云功德。”使用后，可增加1点功德！		245	1																								
284	养魂仙丹	1	23	1	10		1					使用后，在元婴出窍时，每步减少0.5秒！药力过强，只能使用一颗！		101																									1
285	灵液	1	28	99999	1		1				1	由各种珍贵的灵药仙草凝炼而成，修炼《肉身成圣诀》后，可用灵液淬体。		145																									
286	悟道心得	1	2	9999	3		1					增加10000点修为		329	10000																								
287	悟道茶	1	28	999	1		1			100		传闻悟道茶母树是天地间产生的第一个茶树，乃大混沌时期留下来强悍物种。目前，此茶仙人们已经可自行培育悟道茶子树，虽效果没有母树上产的功效逆天，但其饮用时仍可勾连天地法则，领悟天道。		146																									
310	二品洗髓丹丹方	1	17	99	2		1	8000			1	二品洗髓丹丹方		163	32																								
311	二品浑天丹丹方	1	17	99	2		1	8000			1	二品浑天丹丹方		163	33																								
312	二品体魄丹丹方	1	17	99	2		1		5	50	1	二品体魄丹丹方		163	34																								
313	二品灵动丹丹方	1	17	99	2		1	8000			1	二品灵动丹丹方		163	35																								
314	二品血煞丹丹方	1	17	99	2		1	8000			1	二品血煞丹丹方		163	36																								
315	二品雷元丹丹方	1	17	99	2		1	8000			1	二品雷元丹丹方		163	37																								
316	二品风行丹丹方	1	17	99	2		1	8000			1	二品风行丹丹方		163	38																								
317	二品天罡丹丹方	1	17	99	2		1	8000			1	二品天罡丹丹方		163	39																								
318	二品镇妖丹丹方	1	17	99	2		1	8000			1	二品镇妖丹丹方		163	40																								
319	三品洗髓丹丹方	1	17	99	3		1		10	100	1	三品洗髓丹丹方		163	41																								
320	三品浑天丹丹方	1	17	99	3		1	10000			1	三品浑天丹丹方		163	42																								
321	三品体魄丹丹方	1	17	99	3		1		10	100	1	三品体魄丹丹方		163	43																								
322	三品灵动丹丹方	1	17	99	3		1	10000			1	三品灵动丹丹方		163	44																								
323	三品血煞丹丹方	1	17	99	3		1	10000			1	三品血煞丹丹方		163	45																								
324	三品雷元丹丹方	1	17	99	3		1	10000			1	三品雷元丹丹方		163	46																								
325	三品风行丹丹方	1	17	99	3		1	10000			1	三品风行丹丹方		163	47																								
326	三品天罡丹丹方	1	17	99	3		1	10000			1	三品天罡丹丹方		163	48																								
327	三品镇妖丹丹方	1	17	99	3		1	10000			1	三品镇妖丹丹方		163	49																								
328	四品洗髓丹丹方	1	17	99	4		1	15000			1	四品洗髓丹丹方		163	50																								
329	四品浑天丹丹方	1	17	99	4		1		20	200	1	四品浑天丹丹方		163	51																								
330	四品体魄丹丹方	1	17	99	4		1	15000			1	四品体魄丹丹方		163	52																								
331	四品灵动丹丹方	1	17	99	4		1	15000			1	四品灵动丹丹方		163	53																								
332	四品血煞丹丹方	1	17	99	4		1	15000			1	四品血煞丹丹方		163	54																								
333	四品雷元丹丹方	1	17	99	4		1	15000			1	四品雷元丹丹方		163	55																								
334	四品风行丹丹方	1	17	99	4		1	15000			1	四品风行丹丹方		163	56																								
335	四品天罡丹丹方	1	17	99	4		1	15000			1	四品天罡丹丹方		163	57																								
336	四品镇妖丹丹方	1	17	99	4		1	15000			1	四品镇妖丹丹方		163	58																								
337	五品洗髓丹丹方	1	17	99	5		1		25	250	1	五品洗髓丹丹方		163	59																								
338	五品浑天丹丹方	1	17	99	5		1		25	250	1	五品浑天丹丹方		163	60																								
339	五品体魄丹丹方	1	17	99	5		1		25	250	1	五品体魄丹丹方		163	61																								
340	五品灵动丹丹方	1	17	99	5		1		25	250	1	五品灵动丹丹方		163	62																								
341	五品血煞丹丹方	1	17	99	5		1		25	250	1	五品血煞丹丹方		163	63																								
342	五品雷元丹丹方	1	17	99	5		1		25	250	1	五品雷元丹丹方		163	64																								
343	五品风行丹丹方	1	17	99	5		1		25	250	1	五品风行丹丹方		163	65																								
344	五品天罡丹丹方	1	17	99	5		1		25	250	1	五品天罡丹丹方		163	66																								
345	五品镇妖丹丹方	1	17	99	5		1		25	250	1	五品镇妖丹丹方		163	67																								
346	六品洗髓丹丹方	1	17	99	6		1		30	300	1	六品洗髓丹丹方		163	68																								
347	六品浑天丹丹方	1	17	99	6		1		30	300	1	六品浑天丹丹方		163	69																								
348	六品体魄丹丹方	1	17	99	6		1		30	300	1	六品体魄丹丹方		163	70																								
349	六品灵动丹丹方	1	17	99	6		1		30	300	1	六品灵动丹丹方		163	71																								
350	六品血煞丹丹方	1	17	99	6		1		30	300	1	六品血煞丹丹方		163	72																								
351	六品雷元丹丹方	1	17	99	6		1		30	300	1	六品雷元丹丹方		163	73																								
352	六品风行丹丹方	1	17	99	6		1		30	300	1	六品风行丹丹方		163	74																								
353	六品天罡丹丹方	1	17	99	6		1		30	300	1	六品天罡丹丹方		163	75																								
354	六品镇妖丹丹方	1	17	99	6		1		30	300	1	六品镇妖丹丹方		163	76																								
355	七品洗髓丹丹方	1	17	99	7		1		40	400	1	七品洗髓丹丹方		163	77																								
356	七品浑天丹丹方	1	17	99	7		1		40	400	1	七品浑天丹丹方		163	78																								
357	七品体魄丹丹方	1	17	99	7		1		40	400	1	七品体魄丹丹方		163	79																								
358	七品灵动丹丹方	1	17	99	7		1		40	400	1	七品灵动丹丹方		163	80																								
359	七品血煞丹丹方	1	17	99	7		1		40	400	1	七品血煞丹丹方		163	81																								
360	七品雷元丹丹方	1	17	99	7		1		40	400	1	七品雷元丹丹方		163	82																								
361	七品风行丹丹方	1	17	99	7		1		40	400	1	七品风行丹丹方		163	83																								
362	七品天罡丹丹方	1	17	99	7		1		40	400	1	七品天罡丹丹方		163	84																								
363	七品镇妖丹丹方	1	17	99	7		1		40	400	1	七品镇妖丹丹方		163	85																								
364	八品洗髓丹丹方	1	17	99	8		1		50	500	1	八品洗髓丹丹方		163	86																								
365	八品浑天丹丹方	1	17	99	8		1		50	500	1	八品浑天丹丹方		163	87																								
366	八品体魄丹丹方	1	17	99	8		1		50	500	1	八品体魄丹丹方		163	88																								
367	八品灵动丹丹方	1	17	99	8		1		50	500	1	八品灵动丹丹方		163	89																								
368	八品血煞丹丹方	1	17	99	8		1		50	500	1	八品血煞丹丹方		163	90																								
369	八品雷元丹丹方	1	17	99	8		1		50	500	1	八品雷元丹丹方		163	91																								
370	八品风行丹丹方	1	17	99	8		1		50	500	1	八品风行丹丹方		163	92																								
371	八品天罡丹丹方	1	17	99	8		1		50	500	1	八品天罡丹丹方		163	93																								
372	八品镇妖丹丹方	1	17	99	8		1		50	500	1	八品镇妖丹丹方		163	94																								
373	九品洗髓丹丹方	1	17	99	9		1		60	600	1	九品洗髓丹丹方		163	95																								
374	九品浑天丹丹方	1	17	99	9		1		60	600	1	九品浑天丹丹方		163	96																								
375	九品体魄丹丹方	1	17	99	9		1		60	600	1	九品体魄丹丹方		163	97																								
376	九品灵动丹丹方	1	17	99	9		1		60	600	1	九品灵动丹丹方		163	98																								
377	九品血煞丹丹方	1	17	99	9		1		60	600	1	九品血煞丹丹方		163	99																								
378	九品雷元丹丹方	1	17	99	9		1		60	600	1	九品雷元丹丹方		163	100																								
379	九品风行丹丹方	1	17	99	9		1		60	600	1	九品风行丹丹方		163	101																								
380	九品天罡丹丹方	1	17	99	9		1		60	600	1	九品天罡丹丹方		163	102																								
381	九品镇妖丹丹方	1	17	99	9		1		60	600	1	九品镇妖丹丹方		163	103																								
382	一品洗髓仙丹丹方	1	17	99	1		1		70	700	1	一品洗髓仙丹丹方		163	105																								
383	一品浑天仙丹丹方	1	17	99	1		1		70	700	1	一品浑天仙丹丹方		163	106																								
384	一品体魄仙丹丹方	1	17	99	1		1		70	700	1	一品体魄仙丹丹方		163	107																								
385	一品灵动仙丹丹方	1	17	99	1		1		70	700	1	一品灵动仙丹丹方		163	108																								
386	一品血煞仙丹丹方	1	17	99	1		1		70	700	1	一品血煞仙丹丹方		163	109																								
387	一品雷元仙丹丹方	1	17	99	1		1		70	700	1	一品雷元仙丹丹方		163	110																								
